name,canonicalTranscript_graph_id,chromosome,entrezId,jaxId,description_graph_id,synonyms_graph_id,graph_id
SMC3,es_20200604115458949033,10,9126,9126,es_20200422165128035763,esl_20200604115458949033,jax_gene_9126
TMB,es_20200604115458949061,None,None,999999991,es_20200422165132608590,esl_20200604115458949061,jax_gene_999999991
KNSTRN,es_20200604115458949086,15,90417,90417,es_20200422175814600198,esl_20200604115458949086,jax_gene_90417
ASXL1,es_20200604115458949113,20,171023,171023,es_20200422165134161664,esl_20200604115458949113,jax_gene_171023
PNRC1,es_20200604115458949138,6,10957,10957,es_20200422165146220685,esl_20200604115458949138,jax_gene_10957
RCSD1,es_20200604115458949164,1,92241,92241,es_20200422165132705213,esl_20200604115458949164,jax_gene_92241
RARA,es_20200604115458949188,17,5914,5914,es_20200422165139049944,esl_20200604115458949188,jax_gene_5914
RAD50,es_20200604115458949213,5,10111,10111,es_20200422165140345580,esl_20200604115458949213,jax_gene_10111
CHEK1,es_20200604115458949238,11,1111,1111,es_20200422175817848389,esl_20200604115458949238,jax_gene_1111
AFP,es_20200604115458949264,4,174,174,es_20200422165150674871,esl_20200604115458949264,jax_gene_174
EPHA5,es_20200604115458949291,4,2044,2044,es_20200422175821049538,esl_20200604115458949291,jax_gene_2044
MST1,es_20200604115458949319,3,4485,4485,es_20200422165217816822,esl_20200604115458949319,jax_gene_4485
BRD3,es_20200604115458949347,9,8019,8019,es_20200422165156768262,esl_20200604115458949347,jax_gene_8019
ACTC1,es_20200604115458949371,15,70,70,es_20200422165214640639,esl_20200604115458949371,jax_gene_70
NRAS,es_20200604115458949398,1,4893,4893,es_20200422165158302131,esl_20200604115458949398,jax_gene_4893
PTPN11,es_20200604115458949429,12,5781,5781,es_20200422165202630033,esl_20200604115458949429,jax_gene_5781
HOXA9,es_20200604115458949463,7,3205,3205,es_20200422165206379784,esl_20200604115458949463,jax_gene_3205
CLCN6,es_20200604115458949491,1,1185,1185,es_20200422165236077235,esl_20200604115458949491,jax_gene_1185
NUB1,es_20200604115458949515,7,51667,51667,es_20200422165224301402,esl_20200604115458949515,jax_gene_51667
CCN2,es_20200604115458949540,6,1490,1490,es_20200422175827198867,esl_20200604115458949540,jax_gene_1490
CD276,es_20200604115458949567,15,80381,80381,es_20200422175823320153,esl_20200604115458949567,jax_gene_80381
PIK3CG,es_20200604115458949614,7,5294,5294,es_20200422165225258858,esl_20200604115458949614,jax_gene_5294
RNPC3,es_20200604115458949647,1,55599,55599,es_20200422165232777438,esl_20200604115458949647,jax_gene_55599
CDK18,es_20200604115458949687,1,5129,5129,es_20200422165230003940,esl_20200604115458949687,jax_gene_5129
PRKCB,es_20200604115458949716,16,5579,5579,es_20200422165231008545,esl_20200604115458949716,jax_gene_5579
PPHLN1,es_20200604115458949745,12,51535,51535,es_20200422165238532085,esl_20200604115458949745,jax_gene_51535
ESRRA,es_20200604115458949771,11,2101,2101,es_20200422175825383117,esl_20200604115458949771,jax_gene_2101
BRDT,es_20200604115458949799,1,676,676,es_20200422175829013241,esl_20200604115458949799,jax_gene_676
NEK11,es_20200604115458949824,3,79858,79858,es_20200422175830325126,esl_20200604115458949824,jax_gene_79858
FGF8,es_20200604115458949846,10,2253,2253,es_20200422165237116670,esl_20200604115458949846,jax_gene_2253
PFN2,es_20200604115458949874,3,5217,5217,es_20200422165358484424,esl_20200604115458949874,jax_gene_5217
ROCK1,es_20200604115458949898,18,6093,6093,es_20200422165239516254,esl_20200604115458949898,jax_gene_6093
DAPK3,es_20200604115458949923,19,1613,1613,es_20200422165244236898,esl_20200604115458949923,jax_gene_1613
NFE2L2,es_20200604115458949948,2,4780,4780,es_20200422165302601270,esl_20200604115458949948,jax_gene_4780
FAT1,es_20200604115458949975,4,2195,2195,es_20200422165240543964,esl_20200604115458949975,jax_gene_2195
PRPF40B,es_20200604115458950002,12,25766,25766,es_20200422165245975013,esl_20200604115458950002,jax_gene_25766
FLCN,es_20200604115458950025,17,201163,201163,es_20200422165301228677,esl_20200604115458950025,jax_gene_201163
FER1L5,es_20200604115458950051,2,90342,90342,es_20200422165306965154,esl_20200604115458950051,jax_gene_90342
ELAVL1,es_20200604115458950074,19,1994,1994,es_20200422165255105335,esl_20200604115458950074,jax_gene_1994
PBK,es_20200604115458950101,8,55872,55872,es_20200422165258495178,esl_20200604115458950101,jax_gene_55872
NUTM2E,es_20200604115458950129,10,283008,283008,es_20200422165306039491,esl_20200604115458950129,jax_gene_283008
KIT,es_20200604115458950152,4,3815,3815,es_20200422165314046478,esl_20200604115458950152,jax_gene_3815
MBIP,es_20200604115458950179,14,51562,51562,es_20200422165300303990,esl_20200604115458950179,jax_gene_51562
RAD51D,es_20200604115458950202,17,5892,5892,es_20200422165304099609,esl_20200604115458950202,jax_gene_5892
ERCC2,es_20200604115458950231,19,2068,2068,es_20200422165311466043,esl_20200604115458950231,jax_gene_2068
PRPF8,es_20200604115458950286,17,10594,10594,es_20200422165315367607,esl_20200604115458950286,jax_gene_10594
GUCY2C,es_20200604115458950337,12,2984,2984,es_20200422165308008516,esl_20200604115458950337,jax_gene_2984
ICAM1,es_20200604115458950367,19,3383,3383,es_20200422165308926228,esl_20200604115458950367,jax_gene_3383
WASF1,es_20200604115458950392,6,8936,8936,es_20200422175832750827,esl_20200604115458950392,jax_gene_8936
GYG1,es_20200604115458950419,3,2992,2992,es_20200422165324493707,esl_20200604115458950419,jax_gene_2992
TEK,es_20200604115458950443,9,7010,7010,es_20200422165322147614,esl_20200604115458950443,jax_gene_7010
RAD17,es_20200604115458950472,5,5884,5884,es_20200422165319524532,esl_20200604115458950472,jax_gene_5884
NTRK2,es_20200604115458950499,9,4915,4915,es_20200422165313214779,esl_20200604115458950499,jax_gene_4915
DEK,es_20200604115458950527,6,7913,7913,es_20200422165317326463,esl_20200604115458950527,jax_gene_7913
PTK7,es_20200604115458950551,6,5754,5754,es_20200422165325616248,esl_20200604115458950551,jax_gene_5754
PGR,es_20200604115458950575,11,5241,5241,es_20200422165329469708,esl_20200604115458950575,jax_gene_5241
PER1,es_20200604115458950600,17,5187,5187,es_20200422165323089619,esl_20200604115458950600,jax_gene_5187
PRKCD,es_20200604115458950625,3,5580,5580,es_20200422165339321161,esl_20200604115458950625,jax_gene_5580
RAD54L2,es_20200604115458950653,3,23132,23132,es_20200422165328494675,esl_20200604115458950653,jax_gene_23132
TNFRSF4,es_20200604115458950679,1,7293,7293,es_20200422165327154821,esl_20200604115458950679,jax_gene_7293
KDELR2,es_20200604115458950706,7,11014,11014,es_20200422175834840841,esl_20200604115458950706,jax_gene_11014
CLTCL1,es_20200604115458950731,22,8218,8218,es_20200422165337484627,esl_20200604115458950731,jax_gene_8218
LMNA,es_20200604115458950757,1,4000,4000,es_20200422165332973188,esl_20200604115458950757,jax_gene_4000
TMEM106B,es_20200604115458950798,7,54664,54664,es_20200422165335607744,esl_20200604115458950798,jax_gene_54664
BID,es_20200604115458950822,22,637,637,es_20200422165331690688,esl_20200604115458950822,jax_gene_637
RET,es_20200604115458950845,10,5979,5979,es_20200422165341272691,esl_20200604115458950845,jax_gene_5979
NCAM1,es_20200604115458950876,11,4684,4684,es_20200422165334288754,esl_20200604115458950876,jax_gene_4684
LIN28A,es_20200604115458950901,1,79727,79727,es_20200422165355165953,esl_20200604115458950901,jax_gene_79727
MPRIP,es_20200604115458950929,17,23164,23164,es_20200422165352489451,esl_20200604115458950929,jax_gene_23164
SSTR3,es_20200604115458950957,22,6753,6753,es_20200422165505570287,esl_20200604115458950957,jax_gene_6753
ARF1,es_20200604115458950983,1,375,375,es_20200422165344903133,esl_20200604115458950983,jax_gene_375
RNF213,es_20200604115458951006,17,57674,57674,es_20200422165345829879,esl_20200604115458951006,jax_gene_57674
KEL,es_20200604115458951035,7,3792,3792,es_20200422165348099477,esl_20200604115458951035,jax_gene_3792
ANKRD1,es_20200604115458951060,10,27063,27063,es_20200422165349516451,esl_20200604115458951060,jax_gene_27063
AREG,es_20200604115458951089,4,374,374,es_20200422165354262720,esl_20200604115458951089,jax_gene_374
SLC45A3,es_20200604115458951116,1,85414,85414,es_20200422165346796520,esl_20200604115458951116,jax_gene_85414
FGF23,es_20200604115458951146,12,8074,8074,es_20200422165350431380,esl_20200604115458951146,jax_gene_8074
GPRIN2,es_20200604115458951175,10,9721,9721,es_20200422165357325247,esl_20200604115458951175,jax_gene_9721
TGFBR1,es_20200604115458951199,9,7046,7046,es_20200422165406257013,esl_20200604115458951199,jax_gene_7046
LRRC71,es_20200604115458951237,1,149499,149499,es_20200422165416320695,esl_20200604115458951237,jax_gene_149499
ICOSLG,es_20200604115458951261,21,23308,23308,es_20200422175836306480,esl_20200604115458951261,jax_gene_23308
PCBP2,es_20200604115458951305,12,5094,5094,es_20200422165400781726,esl_20200604115458951305,jax_gene_5094
PPARGC1A,es_20200604115458951334,4,10891,10891,es_20200422165402529105,esl_20200604115458951334,jax_gene_10891
PARP2,es_20200604115458951364,14,10038,10038,es_20200422165359860362,esl_20200604115458951364,jax_gene_10038
TARBP2,es_20200604115458951393,12,6895,6895,es_20200422165417305064,esl_20200604115458951393,jax_gene_6895
TSGA10,es_20200604115458951419,2,80705,80705,es_20200422165409164113,esl_20200604115458951419,jax_gene_80705
PPL,es_20200604115458951445,16,5493,5493,es_20200422165421452413,esl_20200604115458951445,jax_gene_5493
CA6,es_20200604115458951467,1,765,765,es_20200422165453941455,esl_20200604115458951467,jax_gene_765
SOX2,es_20200604115458951491,3,6657,6657,es_20200422165407216118,esl_20200604115458951491,jax_gene_6657
IRF8,es_20200604115458951516,16,3394,3394,es_20200422165420013210,esl_20200604115458951516,jax_gene_3394
CFTR,es_20200604115458951544,7,1080,1080,es_20200422165437337592,esl_20200604115458951544,jax_gene_1080
EREG,es_20200604115458951589,4,2069,2069,es_20200422165459175358,esl_20200604115458951589,jax_gene_2069
TNFSF4,es_20200604115458951617,1,7292,7292,es_20200422165414545486,esl_20200604115458951617,jax_gene_7292
CCNI,es_20200604115458951652,4,10983,10983,es_20200422175838323601,esl_20200604115458951652,jax_gene_10983
SEPTIN14,es_20200604115458951678,7,346288,346288,es_20200422165423255159,esl_20200604115458951678,jax_gene_346288
ENPP3,es_20200604115458951703,6,5169,5169,es_20200422165427843428,esl_20200604115458951703,jax_gene_5169
KCTD7,es_20200604115458951731,7,154881,154881,es_20200422165426923013,esl_20200604115458951731,jax_gene_154881
ZNF703,es_20200604115458951755,8,80139,80139,es_20200422165438292768,esl_20200604115458951755,jax_gene_80139
RAD21,es_20200604115458951802,8,5885,5885,es_20200422165446206486,esl_20200604115458951802,jax_gene_5885
CATSPERZ,es_20200604115458951837,11,25858,25858,es_20200422165453040587,esl_20200604115458951837,jax_gene_25858
LOXL2,es_20200604115458951862,8,4017,4017,es_20200422165456969492,esl_20200604115458951862,jax_gene_4017
NOTCH1,es_20200604115458951887,9,4851,4851,es_20200422165449901176,esl_20200604115458951887,jax_gene_4851
ITGA5,es_20200604115458951914,12,3678,3678,es_20200422165455421339,esl_20200604115458951914,jax_gene_3678
IKBKB,es_20200604115458951957,8,3551,3551,es_20200422165507249986,esl_20200604115458951957,jax_gene_3551
ANGPT2,es_20200604115458951988,8,285,285,es_20200422165731656371,esl_20200604115458951988,jax_gene_285
IRF4,es_20200604115458952013,6,3662,3662,es_20200422165735322684,esl_20200604115458952013,jax_gene_3662
NTRK1,es_20200604115458952040,1,4914,4914,es_20200422165502032305,esl_20200604115458952040,jax_gene_4914
PRMT6,es_20200604115458952069,1,55170,55170,es_20200422165511615126,esl_20200604115458952069,jax_gene_55170
ELAVL3,es_20200604115458952093,19,1995,1995,es_20200422165509298196,esl_20200604115458952093,jax_gene_1995
TCF3,es_20200604115458952119,19,6929,6929,es_20200422165500623113,esl_20200604115458952119,jax_gene_6929
NFIB,es_20200604115458952149,9,4781,4781,es_20200422165513872484,esl_20200604115458952149,jax_gene_4781
KIR2DL1,es_20200604115458952181,19,3802,3802,es_20200422165508221220,esl_20200604115458952181,jax_gene_3802
GNG2,es_20200604115458952212,14,54331,54331,es_20200422165510673243,esl_20200604115458952212,jax_gene_54331
RAD52,es_20200604115458952234,12,5893,5893,es_20200422165514756243,esl_20200604115458952234,jax_gene_5893
FASN,es_20200604115458952256,17,2194,2194,es_20200422165518431736,esl_20200604115458952256,jax_gene_2194
ZFP36L1,es_20200604115458952282,14,677,677,es_20200422165520690862,esl_20200604115458952282,jax_gene_677
RAD54B,es_20200604115458952312,8,25788,25788,es_20200422175839906502,esl_20200604115458952312,jax_gene_25788
MAGEA6,es_20200604115458952335,X,4105,4105,es_20200422165517118455,esl_20200604115458952335,jax_gene_4105
PRKCA,es_20200604115458952362,17,5578,5578,es_20200422165527526061,esl_20200604115458952362,jax_gene_5578
CDK17,es_20200604115458952391,12,5128,5128,es_20200422165526563511,esl_20200604115458952391,jax_gene_5128
OSBPL1A,es_20200604115458952416,18,114876,114876,es_20200422165532571459,esl_20200604115458952416,jax_gene_114876
KCNQ2,es_20200604115458952442,20,3785,3785,es_20200422165525558385,esl_20200604115458952442,jax_gene_3785
FGF7,es_20200604115458952471,15,2252,2252,es_20200422165529280331,esl_20200604115458952471,jax_gene_2252
NRAP,es_20200604115458952496,10,4892,4892,es_20200422165533968997,esl_20200604115458952496,jax_gene_4892
AURKA,es_20200604115458952519,20,6790,6790,es_20200422165556980757,esl_20200604115458952519,jax_gene_6790
EPHA7,es_20200604115458952550,6,2045,2045,es_20200422165534999982,esl_20200604115458952550,jax_gene_2045
IRAK1,es_20200604115458952576,X,3654,3654,es_20200422165538719770,esl_20200604115458952576,jax_gene_3654
MAPRE1,es_20200604115458952623,20,22919,22919,es_20200422165531491482,esl_20200604115458952623,jax_gene_22919
PDCD1LG2,es_20200604115458952647,9,80380,80380,es_20200422175842237441,esl_20200604115458952647,jax_gene_80380
NUTM1,es_20200604115458952678,15,256646,256646,es_20200422165542473011,esl_20200604115458952678,jax_gene_256646
PIK3R1,es_20200604115458952703,5,5295,5295,es_20200422165544996994,esl_20200604115458952703,jax_gene_5295
ESR2,es_20200604115458952731,14,2100,2100,es_20200422165554348935,esl_20200604115458952731,jax_gene_2100
CD74,es_20200604115458952760,5,972,972,es_20200422165636797493,esl_20200604115458952760,jax_gene_972
GOLGA4,es_20200604115458952788,3,2803,2803,es_20200422165543559421,esl_20200604115458952788,jax_gene_2803
TMEM98,es_20200604115458952816,17,26022,26022,es_20200422165558176525,esl_20200604115458952816,jax_gene_26022
CCNF,es_20200604115458952839,16,899,899,es_20200422165601396142,esl_20200604115458952839,jax_gene_899
GPR32,es_20200604115458952864,19,2854,2854,es_20200422165612926423,esl_20200604115458952864,jax_gene_2854
CD22,es_20200604115458952887,19,933,933,es_20200422165559146042,esl_20200604115458952887,jax_gene_933
PABPC4,es_20200604115458952912,1,8761,8761,es_20200422165606118809,esl_20200604115458952912,jax_gene_8761
EGFR,es_20200604115458952938,7,1956,1956,es_20200422165603778065,esl_20200604115458952938,jax_gene_1956
SELE,es_20200604115458952966,1,6401,6401,es_20200422165610820645,esl_20200604115458952966,jax_gene_6401
PLEKHA7,es_20200604115458952994,11,144100,144100,es_20200422165614396864,esl_20200604115458952994,jax_gene_144100
CYLD,es_20200604115458953016,16,1540,1540,es_20200422165607958152,esl_20200604115458953016,jax_gene_1540
KDM2B,es_20200604115458953049,12,84678,84678,es_20200422165625609300,esl_20200604115458953049,jax_gene_84678
BAD,es_20200604115458953077,11,572,572,es_20200422165621318578,esl_20200604115458953077,jax_gene_572
ZKSCAN1,es_20200604115458953101,7,7586,7586,es_20200422175844088486,esl_20200604115458953101,jax_gene_7586
CSNK1A1,es_20200604115458953129,5,1452,1452,es_20200422165617905481,esl_20200604115458953129,jax_gene_1452
IGF1R,es_20200604115458953173,15,3480,3480,es_20200422165620305387,esl_20200604115458953173,jax_gene_3480
AQP1,es_20200604115458953200,7,358,358,es_20200422165626939384,esl_20200604115458953200,jax_gene_358
IGF1,es_20200604115458953225,12,3479,3479,es_20200422165629365758,esl_20200604115458953225,jax_gene_3479
HIF1A,es_20200604115458953252,14,3091,3091,es_20200422165653994143,esl_20200604115458953252,jax_gene_3091
PRKAA1,es_20200604115458953283,5,5562,5562,es_20200422165701625166,esl_20200604115458953283,jax_gene_5562
CD38,es_20200604115458953307,4,952,952,es_20200422165709173580,esl_20200604115458953307,jax_gene_952
PIM3,es_20200604115458953332,22,415116,415116,es_20200422175846249116,esl_20200604115458953332,jax_gene_415116
CREB1,es_20200604115458953355,2,1385,1385,es_20200422165640427280,esl_20200604115458953355,jax_gene_1385
STRN,es_20200604115458953380,2,6801,6801,es_20200422165627429896,esl_20200604115458953380,jax_gene_6801
MAP3K4,es_20200604115458953405,6,4216,4216,es_20200422165629846539,esl_20200604115458953405,jax_gene_4216
CAMTA1,es_20200604115458953433,1,23261,23261,es_20200422165634544546,esl_20200604115458953433,jax_gene_23261
GOPC,es_20200604115458953456,6,57120,57120,es_20200422165632149255,esl_20200604115458953456,jax_gene_57120
FGR,es_20200604115458953502,1,2268,2268,es_20200422165633084413,esl_20200604115458953502,jax_gene_2268
SLAMF7,es_20200604115458953535,1,57823,57823,es_20200422165638170552,esl_20200604115458953535,jax_gene_57823
MIR548F1,es_20200604115458953562,10,100302192,100302192,es_20200422165646191942,esl_20200604115458953562,jax_gene_100302192
RANBP2,es_20200604115458953596,2,5903,5903,es_20200422165650813122,esl_20200604115458953596,jax_gene_5903
ITPKB,es_20200604115458953625,1,3707,3707,es_20200422165647108704,esl_20200604115458953625,jax_gene_3707
CD8A,es_20200604115458953653,2,925,925,es_20200422165648487965,esl_20200604115458953653,jax_gene_925
PTPRK,es_20200604115458953678,6,5796,5796,es_20200422165644814533,esl_20200604115458953678,jax_gene_5796
CRTC1,es_20200604115458953702,19,23373,23373,es_20200422165658183197,esl_20200604115458953702,jax_gene_23373
CHD2,es_20200604115458953749,15,1106,1106,es_20200422165652633076,esl_20200604115458953749,jax_gene_1106
YAP1,es_20200604115458953774,11,10413,10413,es_20200422175848951711,esl_20200604115458953774,jax_gene_10413
HES5,es_20200604115458953802,1,388585,388585,es_20200422165702845572,esl_20200604115458953802,jax_gene_388585
YY1,es_20200604115458953836,14,7528,7528,es_20200422175853222447,esl_20200604115458953836,jax_gene_7528
CTRC,es_20200604115458953867,1,11330,11330,es_20200422165705213891,esl_20200604115458953867,jax_gene_11330
H3C1,es_20200604115458953918,6,8350,8350,es_20200422165659535851,esl_20200604115458953918,jax_gene_8350
PAX3,es_20200604115458953968,2,5077,5077,es_20200422165706281021,esl_20200604115458953968,jax_gene_5077
IFNGR1,es_20200604115458954033,6,3459,3459,es_20200422165704276342,esl_20200604115458954033,jax_gene_3459
STK32B,es_20200604115458954065,4,55351,55351,es_20200422175858749709,esl_20200604115458954065,jax_gene_55351
FGF3,es_20200604115458954127,11,2248,2248,es_20200422175855413163,esl_20200604115458954127,jax_gene_2248
NFIA,es_20200604115458954158,1,4774,4774,es_20200422165718191686,esl_20200604115458954158,jax_gene_4774
MXD4,es_20200604115458954188,4,10608,10608,es_20200422165711329344,esl_20200604115458954188,jax_gene_10608
HSP90AA1,es_20200604115458954215,14,3320,3320,es_20200422165710762662,esl_20200604115458954215,jax_gene_3320
TRPM2,es_20200604115458954255,21,7226,7226,es_20200422165713266450,esl_20200604115458954255,jax_gene_7226
HRAS,es_20200604115458954286,11,3265,3265,es_20200422165716012242,esl_20200604115458954286,jax_gene_3265
CASP7,es_20200604115458954318,10,840,840,es_20200422175904736869,esl_20200604115458954318,jax_gene_840
RAD51C,es_20200604115458954352,17,5889,5889,es_20200422175911638595,esl_20200604115458954352,jax_gene_5889
ID2,es_20200604115458954380,2,3398,3398,es_20200422165733145871,esl_20200604115458954380,jax_gene_3398
SSRP1,es_20200604115458954406,11,6749,6749,es_20200422175901094719,esl_20200604115458954406,jax_gene_6749
ANGPTL4,es_20200604115458954432,19,51129,51129,es_20200422165726124077,esl_20200604115458954432,jax_gene_51129
CCNT2,es_20200604115458954464,2,905,905,es_20200422175909284827,esl_20200604115458954464,jax_gene_905
KDM5C,es_20200604115458954488,X,8242,8242,es_20200422175907305714,esl_20200604115458954488,jax_gene_8242
FLT3,es_20200604115458954518,13,2322,2322,es_20200422170117255133,esl_20200604115458954518,jax_gene_2322
CREB3L2,es_20200604115458954545,7,64764,64764,es_20200422165740832254,esl_20200604115458954545,jax_gene_64764
ZNF217,es_20200604115458954569,20,7764,7764,es_20200422165730726278,esl_20200604115458954569,jax_gene_7764
ERCC5,es_20200604115458954592,13,2073,2073,es_20200422165736058879,esl_20200604115458954592,jax_gene_2073
CCT2,es_20200604115458954622,12,10576,10576,es_20200422175913287268,esl_20200604115458954622,jax_gene_10576
ELF3,es_20200604115458954651,1,1999,1999,es_20200422165738465888,esl_20200604115458954651,jax_gene_1999
CAD,es_20200604115458954677,2,790,790,es_20200422165732178783,esl_20200604115458954677,jax_gene_790
ASAP1,es_20200604115458954703,8,50807,50807,es_20200422165737416879,esl_20200604115458954703,jax_gene_50807
MLLT1,es_20200604115458954734,19,4298,4298,es_20200422165742996828,esl_20200604115458954734,jax_gene_4298
APOBEC1,es_20200604115458954760,12,339,339,es_20200422165756111499,esl_20200604115458954760,jax_gene_339
TNK2,es_20200604115458954787,3,10188,10188,es_20200422165805434562,esl_20200604115458954787,jax_gene_10188
APOBEC3D,es_20200604115458954814,22,140564,140564,es_20200422165754197144,esl_20200604115458954814,jax_gene_140564
PBRM1,es_20200604115458954841,3,55193,55193,es_20200422165743680496,esl_20200604115458954841,jax_gene_55193
ETV6,es_20200604115458954881,12,2120,2120,es_20200422175915615460,esl_20200604115458954881,jax_gene_2120
MYH9,es_20200604115458954913,22,4627,4627,es_20200422165745666930,esl_20200604115458954913,jax_gene_4627
MUC16,es_20200604115458954946,19,94025,94025,es_20200422165747973163,esl_20200604115458954946,jax_gene_94025
ERBB3,es_20200604115458954969,12,2065,2065,es_20200422165758659130,esl_20200604115458954969,jax_gene_2065
PLEKHF1,es_20200604115458955004,19,79156,79156,es_20200422165745137677,esl_20200604115458955004,jax_gene_79156
IDH2,es_20200604115458955030,15,3418,3418,es_20200422165751584579,esl_20200604115458955030,jax_gene_3418
FCGR1A,es_20200604115458955089,1,2209,2209,es_20200422165755138053,esl_20200604115458955089,jax_gene_2209
DDIT3,es_20200604115458955116,12,1649,1649,es_20200422165759385393,esl_20200604115458955116,jax_gene_1649
ACOX1,es_20200604115458955146,17,51,51,es_20200422165800416155,esl_20200604115458955146,jax_gene_51
CDK7,es_20200604115458955172,5,1022,1022,es_20200422165810024235,esl_20200604115458955172,jax_gene_1022
SPTA1,es_20200604115458955202,1,6708,6708,es_20200422165802951678,esl_20200604115458955202,jax_gene_6708
NPAP1,es_20200604115458955229,15,23742,23742,es_20200422165806797559,esl_20200604115458955229,jax_gene_23742
WDR11,es_20200604115458955256,10,55717,55717,es_20200422165824889706,esl_20200604115458955256,jax_gene_55717
FANCD2,es_20200604115458955284,3,2177,2177,es_20200422165814083340,esl_20200604115458955284,jax_gene_2177
POLR2B,es_20200604115458955314,4,5431,5431,es_20200422165807669030,esl_20200604115458955314,jax_gene_5431
ZNF713,es_20200604115458955341,7,349075,349075,es_20200422165809107358,esl_20200604115458955341,jax_gene_349075
ETNK1,es_20200604115458955364,12,55500,55500,es_20200422165833110499,esl_20200604115458955364,jax_gene_55500
BTG1,es_20200604115458955391,12,694,694,es_20200422165820770918,esl_20200604115458955391,jax_gene_694
SFPQ,es_20200604115458955414,1,6421,6421,es_20200422165822634949,esl_20200604115458955414,jax_gene_6421
ANKRD11,es_20200604115458955440,16,29123,29123,es_20200422165815745247,esl_20200604115458955440,jax_gene_29123
INHA,es_20200604115458955492,2,3623,3623,es_20200422165826711796,esl_20200604115458955492,jax_gene_3623
GPS2,es_20200604115458955515,17,2874,2874,es_20200422165818002889,esl_20200604115458955515,jax_gene_2874
BTBD1,es_20200604115458955539,15,53339,53339,es_20200422165830846149,esl_20200604115458955539,jax_gene_53339
NUDCD3,es_20200604115458955564,7,23386,23386,es_20200422165832281227,esl_20200604115458955564,jax_gene_23386
PCM1,es_20200604115458955587,8,5108,5108,es_20200422165847276645,esl_20200604115458955587,jax_gene_5108
IFIT1,es_20200604115458955627,10,3434,3434,es_20200422175919113272,esl_20200604115458955627,jax_gene_3434
DHX15,es_20200604115458955663,4,1665,1665,es_20200422175921607699,esl_20200604115458955663,jax_gene_1665
HRG,es_20200604115458955692,3,3273,3273,es_20200422165828112383,esl_20200604115458955692,jax_gene_3273
STAT2,es_20200604115458955718,12,6773,6773,es_20200422165836736457,esl_20200604115458955718,jax_gene_6773
AKT1,es_20200604115458955745,14,207,207,es_20200422165852348545,esl_20200604115458955745,jax_gene_207
MYT1L,es_20200604115458955775,2,23040,23040,es_20200422165839616206,esl_20200604115458955775,jax_gene_23040
BCORL1,es_20200604115458955803,X,63035,63035,es_20200422165844296819,esl_20200604115458955803,jax_gene_63035
AKAP4,es_20200604115458955828,X,8852,8852,es_20200422165840612055,esl_20200604115458955828,jax_gene_8852
INO80D,es_20200604115458955860,2,54891,54891,es_20200422165843165259,esl_20200604115458955860,jax_gene_54891
MUC5B,es_20200604115458955883,11,727897,727897,es_20200422165850092803,esl_20200604115458955883,jax_gene_727897
DTL,es_20200604115458955909,1,51514,51514,es_20200422165846180630,esl_20200604115458955909,jax_gene_51514
GNA11,es_20200604115458955936,19,2767,2767,es_20200422165848778668,esl_20200604115458955936,jax_gene_2767
BMPR1A,es_20200604115458955964,10,657,657,es_20200422165851848195,esl_20200604115458955964,jax_gene_657
RPA2,es_20200604115458955992,1,6118,6118,es_20200422165857140144,esl_20200604115458955992,jax_gene_6118
TRIM24,es_20200604115458956019,7,8805,8805,es_20200422165859187386,esl_20200604115458956019,jax_gene_8805
ZMYM4,es_20200604115458956048,1,9202,9202,es_20200422165856084115,esl_20200604115458956048,jax_gene_9202
FGFR4,es_20200604115458956075,5,2264,2264,es_20200422165902310246,esl_20200604115458956075,jax_gene_2264
CLIP2,es_20200604115458956100,7,7461,7461,es_20200422175935274208,esl_20200604115458956100,jax_gene_7461
CIC,es_20200604115458956130,19,23152,23152,es_20200422175923612963,esl_20200604115458956130,jax_gene_23152
SETDB1,es_20200604115458956153,1,9869,9869,es_20200422175939081181,esl_20200604115458956153,jax_gene_9869
BCL2L11,es_20200604115458956181,2,10018,10018,es_20200422165904224039,esl_20200604115458956181,jax_gene_10018
CDK3,es_20200604115458956206,17,1018,1018,es_20200422165902895359,esl_20200604115458956206,jax_gene_1018
FLT1,es_20200604115458956229,13,2321,2321,es_20200422165905313590,esl_20200604115458956229,jax_gene_2321
SH3PXD2A,es_20200604115458956255,10,9644,9644,es_20200422165906780953,esl_20200604115458956255,jax_gene_9644
BLM,es_20200604115458956281,15,641,641,es_20200422165907859484,esl_20200604115458956281,jax_gene_641
PPP2R1B,es_20200604115458956308,11,5519,5519,es_20200422165919841452,esl_20200604115458956308,jax_gene_5519
SPOP,es_20200604115458956332,17,8405,8405,es_20200422175928180539,esl_20200604115458956332,jax_gene_8405
SF3B1,es_20200604115458956368,2,23451,23451,es_20200422165911030323,esl_20200604115458956368,jax_gene_23451
STAG1,es_20200604115458956401,3,10274,10274,es_20200422165912363400,esl_20200604115458956401,jax_gene_10274
APOBEC3A,es_20200604115458956426,22,200315,200315,es_20200422165914137587,esl_20200604115458956426,jax_gene_200315
CUL3,es_20200604115458956453,2,8452,8452,es_20200422165920822746,esl_20200604115458956453,jax_gene_8452
RUFY1,es_20200604115458956477,5,80230,80230,es_20200422165922203812,esl_20200604115458956477,jax_gene_80230
H3C6,es_20200604115458956502,6,8353,8353,es_20200422165935779282,esl_20200604115458956502,jax_gene_8353
PCLO,es_20200604115458956538,7,27445,27445,es_20200422165923992397,esl_20200604115458956538,jax_gene_27445
