name,canonicalTranscript,chromosome,entrezId,jaxId,description_graph_id,graph_id
ETV6,NM_001987,12,2120,2120,es_20200422175915615460,jax_gene_2120
MYH9,NM_002473,22,4627,4627,es_20200422165745666930,jax_gene_4627
MUC16,NM_024690,19,94025,94025,es_20200422165747973163,jax_gene_94025
ERBB3,NM_001982,12,2065,2065,es_20200422165758659130,jax_gene_2065
PLEKHF1,NM_024310,19,79156,79156,es_20200422165745137677,jax_gene_79156
IDH2,NM_002168,15,3418,3418,es_20200422165751584579,jax_gene_3418
FCGR1A,NM_000566,1,2209,2209,es_20200422165755138053,jax_gene_2209
DDIT3,NM_004083,12,1649,1649,es_20200422165759385393,jax_gene_1649
ACOX1,NM_007292,17,51,51,es_20200422165800416155,jax_gene_51
CDK7,NM_001799,5,1022,1022,es_20200422165810024235,jax_gene_1022
SPTA1,NM_003126,1,6708,6708,es_20200422165802951678,jax_gene_6708
NPAP1,NM_018958,15,23742,23742,es_20200422165806797559,jax_gene_23742
WDR11,NM_018117,10,55717,55717,es_20200422165824889706,jax_gene_55717
FANCD2,NM_001018115,3,2177,2177,es_20200422165814083340,jax_gene_2177
POLR2B,NM_001303269,4,5431,5431,es_20200422165807669030,jax_gene_5431
ZNF713,NM_182633,7,349075,349075,es_20200422165809107358,jax_gene_349075
ETNK1,NM_018638,12,55500,55500,es_20200422165833110499,jax_gene_55500
BTG1,NM_001731,12,694,694,es_20200422165820770918,jax_gene_694
SFPQ,NM_005066,1,6421,6421,es_20200422165822634949,jax_gene_6421
ANKRD11,None,16,29123,29123,es_20200422165815745247,jax_gene_29123
INHA,NM_002191,2,3623,3623,es_20200422165826711796,jax_gene_3623
GPS2,NM_004489,17,2874,2874,es_20200422165818002889,jax_gene_2874
BTBD1,NM_025238,15,53339,53339,es_20200422165830846149,jax_gene_53339
NUDCD3,NM_015332,7,23386,23386,es_20200422165832281227,jax_gene_23386
PCM1,NM_006197,8,5108,5108,es_20200422165847276645,jax_gene_5108
IFIT1,NM_001548,10,3434,3434,es_20200422175919113272,jax_gene_3434
DHX15,NM_001358,4,1665,1665,es_20200422175921607699,jax_gene_1665
HRG,NM_000412,3,3273,3273,es_20200422165828112383,jax_gene_3273
STAT2,NM_005419,12,6773,6773,es_20200422165836736457,jax_gene_6773
AKT1,NM_001014432,14,207,207,es_20200422165852348545,jax_gene_207
MYT1L,NM_001303052,2,23040,23040,es_20200422165839616206,jax_gene_23040
BCORL1,NM_021946,X,63035,63035,es_20200422165844296819,jax_gene_63035
AKAP4,NM_003886,X,8852,8852,es_20200422165840612055,jax_gene_8852
INO80D,NM_017759,2,54891,54891,es_20200422165843165259,jax_gene_54891
MUC5B,NM_002458,11,727897,727897,es_20200422165850092803,jax_gene_727897
DTL,NM_016448,1,51514,51514,es_20200422165846180630,jax_gene_51514
GNA11,NM_002067,19,2767,2767,es_20200422165848778668,jax_gene_2767
BMPR1A,NM_004329,10,657,657,es_20200422165851848195,jax_gene_657
RPA2,NM_002946,1,6118,6118,es_20200422165857140144,jax_gene_6118
TRIM24,NM_015905,7,8805,8805,es_20200422165859187386,jax_gene_8805
ZMYM4,NM_005095,1,9202,9202,es_20200422165856084115,jax_gene_9202
FGFR4,NM_213647,5,2264,2264,es_20200422165902310246,jax_gene_2264
CLIP2,NM_003388,7,7461,7461,es_20200422175935274208,jax_gene_7461
CIC,NM_015125,19,23152,23152,es_20200422175923612963,jax_gene_23152
SETDB1,NM_001145415,1,9869,9869,es_20200422175939081181,jax_gene_9869
BCL2L11,NM_138621,2,10018,10018,es_20200422165904224039,jax_gene_10018
CDK3,NM_001258,17,1018,1018,es_20200422165902895359,jax_gene_1018
FLT1,NM_002019,13,2321,2321,es_20200422165905313590,jax_gene_2321
SH3PXD2A,XM_005270294,10,9644,9644,es_20200422165906780953,jax_gene_9644
BLM,NM_000057,15,641,641,es_20200422165907859484,jax_gene_641
PPP2R1B,NM_002716,11,5519,5519,es_20200422165919841452,jax_gene_5519
SPOP,NM_001007229,17,8405,8405,es_20200422175928180539,jax_gene_8405
SF3B1,NM_012433,2,23451,23451,es_20200422165911030323,jax_gene_23451
STAG1,NM_005862,3,10274,10274,es_20200422165912363400,jax_gene_10274
APOBEC3A,NM_145699,22,200315,200315,es_20200422165914137587,jax_gene_200315
CUL3,NM_003590,2,8452,8452,es_20200422165920822746,jax_gene_8452
RUFY1,NM_025158,5,80230,80230,es_20200422165922203812,jax_gene_80230
H3C6,NM_003532,6,8353,8353,es_20200422165935779282,jax_gene_8353
PCLO,NM_033026,7,27445,27445,es_20200422165923992397,jax_gene_27445
KLHL6,NM_130446,3,89857,89857,es_20200422165925577724,jax_gene_89857
PALB2,NM_024675,16,79728,79728,es_20200422165945541790,jax_gene_79728
POLD1,NM_002691,19,5424,5424,es_20200422165931690397,jax_gene_5424
CDK6,NM_001259,7,1021,1021,es_20200422170025807696,jax_gene_1021
LZTR1,NM_006767,22,8216,8216,es_20200422175941813239,jax_gene_8216
SETBP1,NM_015559,18,26040,26040,es_20200422165928036262,jax_gene_26040
NAB2,NM_005967,12,4665,4665,es_20200422165933596526,jax_gene_4665
CD37,NM_001774,19,951,951,es_20200422165930357449,jax_gene_951
E2F3,NM_001949,6,1871,1871,es_20200422165937996080,jax_gene_1871
ZNF384,NM_001135734,12,171017,171017,es_20200422165942357258,jax_gene_171017
BCAM,NM_005581,19,4059,4059,es_20200422165940855163,jax_gene_4059
CDK14,NM_001287135,7,5218,5218,es_20200422175948344506,jax_gene_5218
HMCN1,NM_031935,1,83872,83872,es_20200422165947381607,jax_gene_83872
JMJD1C,NM_032776,10,221037,221037,es_20200422165949093363,jax_gene_221037
RBM10,NM_005676,X,8241,8241,es_20200422165951484096,jax_gene_8241
TTK,NM_003318,6,7272,7272,es_20200422165957764353,jax_gene_7272
ERBB4,NM_005235,2,2066,2066,es_20200422175957741402,jax_gene_2066
ABCA10,NM_080282,17,10349,10349,es_20200422170004786931,jax_gene_10349
SOX17,NM_022454,8,64321,64321,es_20200422165954070778,jax_gene_64321
RYBP,NM_012234,3,23429,23429,es_20200422165959799214,jax_gene_23429
GAB2,NM_080491,11,9846,9846,es_20200422165955463289,jax_gene_9846
RPS6KB2,NM_003952,11,6199,6199,es_20200422170002884605,jax_gene_6199
PRDM1,NM_001198,6,639,639,es_20200422170006202716,jax_gene_639
OPTN,NM_001008213,10,10133,10133,es_20200422170009354813,jax_gene_10133
PPP2R2A,NM_002717,8,5520,5520,es_20200422170014448555,jax_gene_5520
CLIP1,NM_001247997,12,6249,6249,es_20200422170008451797,jax_gene_6249
MAP2K7,NM_145185,19,5609,5609,es_20200422170015854011,jax_gene_5609
PDPK1,NM_002613,16,5170,5170,es_20200422170010796735,jax_gene_5170
AXIN1,NM_003502,16,8312,8312,es_20200422170011761184,jax_gene_8312
TBX3,NM_016569,12,6926,6926,es_20200422175953634860,jax_gene_6926
AEBP2,NM_001114176,12,121536,121536,es_20200422170029104312,jax_gene_121536
CDK16,NM_006201,X,5127,5127,es_20200422170026794420,jax_gene_5127
GSK3B,NM_001146156,3,2932,2932,es_20200422170034473156,jax_gene_2932
USH2A,NM_206933,1,7399,7399,es_20200422175959700197,jax_gene_7399
TRPV6,NM_018646,7,55503,55503,es_20200422170048267893,jax_gene_55503
ARID2,NM_152641,12,196528,196528,es_20200422170020753701,jax_gene_196528
TP73,NM_005427,1,7161,7161,es_20200422180006562271,jax_gene_7161
IDO1,NM_002164,8,3620,3620,es_20200422170032541950,jax_gene_3620
AICDA,NM_020661,12,57379,57379,es_20200422180003637011,jax_gene_57379
STRN3,NM_001083893,14,29966,29966,es_20200422180001487416,jax_gene_29966
BCAN,NM_021948,1,63827,63827,es_20200422170047237961,jax_gene_63827
IFIT3,NM_001549,10,3437,3437,es_20200422180008353924,jax_gene_3437
CCND3,NM_001760,6,896,896,es_20200422170052514986,jax_gene_896
YWHAE,NM_006761,17,7531,7531,es_20200422170040692275,jax_gene_7531
TSC1,NM_000368,9,7248,7248,es_20200422170057396422,jax_gene_7248
ACVR1B,NM_004302,12,91,91,es_20200422170053920941,jax_gene_91
CDC42BPB,NM_006035,14,9578,9578,es_20200422170102615886,jax_gene_9578
SLC12A7,NM_006598,5,10723,10723,es_20200422170059488038,jax_gene_10723
RHEB,NM_005614,7,6009,6009,es_20200422170100875014,jax_gene_6009
SARAF,NM_016127,8,51669,51669,es_20200422170055978235,jax_gene_51669
FH,NM_000143,1,2271,2271,es_20200422180010333218,jax_gene_2271
ABR,NM_021962,17,29,29,es_20200422170114601039,jax_gene_29
SOX9,NM_000346,17,6662,6662,es_20200422170111693673,jax_gene_6662
AFF2,NM_002025,X,2334,2334,es_20200422170104148273,jax_gene_2334
AFF3,NM_002285,2,3899,3899,es_20200422170107361853,jax_gene_3899
TTC5,NM_138376,14,91875,91875,es_20200422180012735277,jax_gene_91875
VEGFB,NM_003377,11,7423,7423,es_20200422170109439661,jax_gene_7423
TRAF7,NM_032271,16,84231,84231,es_20200422180014641744,jax_gene_84231
CDK11B,NM_001787,1,984,984,es_20200422170105004674,jax_gene_984
PAK1,NM_002576,11,5058,5058,es_20200422180018706263,jax_gene_5058
COL1A1,NM_000088,17,1277,1277,es_20200422170131128123,jax_gene_1277
NUDT3,NM_006703,6,11165,11165,es_20200422170116505791,jax_gene_11165
APOBEC3F,NM_145298,22,200316,200316,es_20200422170134757154,jax_gene_200316
CLU,NM_001831,8,1191,1191,es_20200422180022057787,jax_gene_1191
RALGAPA1,NM_014990,14,253959,253959,es_20200422170124173347,jax_gene_253959
CRTC3,NM_022769,15,64784,64784,es_20200422170244331613,jax_gene_64784
HIKESHI,NM_016401,11,51501,51501,es_20200422170120624976,jax_gene_51501
AGTRAP,NM_020350,1,57085,57085,es_20200422170119737886,jax_gene_57085
PML,NM_033238,15,5371,5371,es_20200422170123560067,jax_gene_5371
ZMIZ1,NM_020338,10,57178,57178,es_20200422180019929425,jax_gene_57178
PAK4,NM_005884,19,10298,10298,es_20200422170126981839,jax_gene_10298
ARID5B,NM_032199,10,84159,84159,es_20200422170132074007,jax_gene_84159
NR3C1,None,5,2908,2908,es_20200422170125193144,jax_gene_2908
GAB1,NM_002039,4,2549,2549,es_20200422170137422926,jax_gene_2549
ETV5,NM_004454,3,2119,2119,es_20200422170139412457,jax_gene_2119
STAG2,NM_001282418,X,10735,10735,es_20200422170140795661,jax_gene_10735
PRSS1,NM_002769,7,5644,5644,es_20200422170147984564,jax_gene_5644
DICER1,NM_030621,14,23405,23405,es_20200422170143764470,jax_gene_23405
DDR2,NM_001014796,1,4921,4921,es_20200422170145137058,jax_gene_4921
PRKCG,NM_002739,19,5582,5582,es_20200422170158367771,jax_gene_5582
ABCC4,NM_005845,13,10257,10257,es_20200422170149565424,jax_gene_10257
NUP93,NM_014669,16,9688,9688,es_20200422170148610657,jax_gene_9688
H1-2,NM_005319,6,3006,3006,es_20200422170152263975,jax_gene_3006
PTP4A1,NM_003463,6,7803,7803,es_20200422170207032855,jax_gene_7803
ID1,NM_002165,20,3397,3397,es_20200422170209576842,jax_gene_3397
SOS1,NM_005633,2,6654,6654,es_20200422170153226577,jax_gene_6654
TRIB2,NM_021643,2,28951,28951,es_20200422180025221996,jax_gene_28951
NUP214,NM_005085,9,8021,8021,es_20200422170211628562,jax_gene_8021
FGF2,NM_002006,4,2247,2247,es_20200422170159787009,jax_gene_2247
SPTBN1,NM_003128,2,6711,6711,es_20200422170204202861,jax_gene_6711
HAVCR1,NM_001173393,5,26762,26762,es_20200422170214872779,jax_gene_26762
MALT1,NM_006785,18,10892,10892,es_20200422170202808629,jax_gene_10892
ABCB1,NM_000927,7,5243,5243,es_20200422170212660895,jax_gene_5243
NEK10,NM_152534,3,152110,152110,es_20200422170223902552,jax_gene_152110
EYA2,NM_005244,20,2139,2139,es_20200422170216312946,jax_gene_2139
KLK2,NM_005551,19,3817,3817,es_20200422170231928543,jax_gene_3817
GTF2I,NM_032999,7,2969,2969,es_20200422170237739516,jax_gene_2969
TERC,None,3,7012,7012,es_20200422170220236131,jax_gene_7012
TP53,NM_000546,17,7157,7157,es_20200422180027443490,jax_gene_7157
ZBTB2,NM_020861,6,57621,57621,es_20200422170218405143,jax_gene_57621
TACC2,None,10,10579,10579,es_20200422170224844078,jax_gene_10579
CREB3L1,NM_052854,11,90993,90993,es_20200422170226531399,jax_gene_90993
MAP2K2,NM_030662,19,5605,5605,es_20200422170235367178,jax_gene_5605
SMARCA5,NM_003601,4,8467,8467,es_20200422170232959153,jax_gene_8467
DYRK1B,NM_004714,19,9149,9149,es_20200422170227129423,jax_gene_9149
FGF6,NM_020996,12,2251,2251,es_20200422170259292860,jax_gene_2251
PIK3R2,NM_005027,19,5296,5296,es_20200422170307962160,jax_gene_5296
GAS7,NM_201433,17,8522,8522,es_20200422170239183907,jax_gene_8522
RAD51B,NM_133509,14,5890,5890,es_20200422180030779308,jax_gene_5890
TEAD4,NM_003213,12,7004,7004,es_20200422180033594293,jax_gene_7004
IDH1,NM_005896,2,3417,3417,es_20200422170241946883,jax_gene_3417
KMT2A,NM_005933,11,4297,4297,es_20200422170247645247,jax_gene_4297
MAPK1,NM_002745,22,5594,5594,es_20200422170257750936,jax_gene_5594
ASH1L,NM_018489,1,55870,55870,es_20200422170242761555,jax_gene_55870
SORBS1,NM_006434,10,10580,10580,es_20200422170246684750,jax_gene_10580
HDAC9,NM_058176,7,9734,9734,es_20200422170255650931,jax_gene_9734
PRSS8,NM_002773,16,5652,5652,es_20200422170248606267,jax_gene_5652
PLK1,NM_005030,16,5347,5347,es_20200422170251507658,jax_gene_5347
FANCE,NM_021922,6,2178,2178,es_20200422170253796581,jax_gene_2178
MKRN1,NM_013446,7,23608,23608,es_20200422170304206624,jax_gene_23608
MAGI3,NM_001142782,1,260425,260425,es_20200422180035549539,jax_gene_260425
KDM6A,NM_021140,X,7403,7403,es_20200422170259826893,jax_gene_7403
TYRO3,NM_006293,15,7301,7301,es_20200422180036871327,jax_gene_7301
PAX7,NM_001135254,1,5081,5081,es_20200422170306499616,jax_gene_5081
ACTG2,NM_001615.3,2,72,72,es_20200422170313148183,jax_gene_72
MDK,NM_001270550,11,4192,4192,es_20200422170310856956,jax_gene_4192
EPHA8,NM_020526,1,2046,2046,es_20200422170315496000,jax_gene_2046
CHGA,NM_001275,14,1113,1113,es_20200422170317430178,jax_gene_1113
TTC28,NM_001145418,22,23331,23331,es_20200422180038749411,jax_gene_23331
NRG1,NM_013964,8,3084,3084,es_20200422170316504220,jax_gene_3084
CD19,NM_001770,16,930,930,es_20200422170321526953,jax_gene_930
RSPO4,NM_001029871,20,343637,343637,es_20200422170329517330,jax_gene_343637
ABL1,NM_005157,9,25,25,es_20200422170331218632,jax_gene_25
PPP1CB,NM_206876,2,5500,5500,es_20200422170318490755,jax_gene_5500
RPA1,NM_002945,17,6117,6117,es_20200422170326832319,jax_gene_6117
MUTYH,NM_012222,1,4595,4595,es_20200422170335998015,jax_gene_4595
ZFHX3,NM_006885,16,463,463,es_20200422170324625186,jax_gene_463
NUFIP2,NM_020772,17,57532,57532,es_20200422170323681581,jax_gene_57532
AKT2,NM_001626,19,208,208,es_20200422170333179859,jax_gene_208
SCGB1A1,NM_003357,11,7356,7356,es_20200422170328157504,jax_gene_7356
SETD7,NM_030648,4,80854,80854,es_20200422170338819615,jax_gene_80854
GRIN2B,NM_000834,12,2904,2904,es_20200422170350394389,jax_gene_2904
PAXIP1,NM_007349,7,22976,22976,es_20200422170436900655,jax_gene_22976
CBLC,NM_012116,19,23624,23624,es_20200422170346502570,jax_gene_23624
BACH1,NM_001186,21,571,571,es_20200422170342240174,jax_gene_571
IFIT1B,NM_001010987,10,439996,439996,es_20200422170344511745,jax_gene_439996
PAPSS1,NM_005443,4,9061,9061,es_20200422170345515922,jax_gene_9061
PIP4K2C,NM_001146258,12,79837,79837,es_20200422170400344491,jax_gene_79837
CDH3,NM_001793,16,1001,1001,es_20200422170343195540,jax_gene_1001
KTN1,NM_001079521,14,3895,3895,es_20200422170348369398,jax_gene_3895
DYNC1I2,NM_001378,2,1781,1781,es_20200422170349845177,jax_gene_1781
PCNA,None,20,5111,5111,es_20200422170358761022,jax_gene_5111
CD8B,NM_004931,2,926,926,es_20200422170423843461,jax_gene_926
B2M,NM_004048,15,567,567,es_20200422170357330172,jax_gene_567
ETV1,NM_004956,7,2115,2115,es_20200422170405375160,jax_gene_2115
SDC1,None,2,6382,6382,es_20200422180040491437,jax_gene_6382
CDK2,NM_001798,12,1017,1017,es_20200422170404241094,jax_gene_1017
MYRIP,NM_015460,3,25924,25924,es_20200422170411740001,jax_gene_25924
TAF15,NM_139215,17,8148,8148,es_20200422170407624155,jax_gene_8148
UBR5,NM_015902.5,8,51366,51366,es_20200422170409756326,jax_gene_51366
DPYD,NM_000110,1,1806,1806,es_20200422170412623142,jax_gene_1806
EPHB4,NM_004444,7,2050,2050,es_20200422170410319358,jax_gene_2050
POLI,NM_007195,18,11201,11201,es_20200422170414513497,jax_gene_11201
MAP3K14,NM_003954,17,9020,9020,es_20200422170419373707,jax_gene_9020
CBFA2T3,NM_005187,16,863,863,es_20200422170417149433,jax_gene_863
HIP1,NM_005338,7,3092,3092,es_20200422170418879763,jax_gene_3092
PRDM14,NM_024504,8,63978,63978,es_20200422170420817051,jax_gene_63978
AGO1,NM_012199,1,26523,26523,es_20200422170426814585,jax_gene_26523
PJA2,NM_014819,5,9867,9867,es_20200422170430952739,jax_gene_9867
RUNX1T1,NM_175634,8,862,862,es_20200422170429508030,jax_gene_862
CHEK2,NM_007194,22,11200,11200,es_20200422170427415835,jax_gene_11200
IL6,NM_000600,7,3569,3569,es_20200422170432982500,jax_gene_3569
SYN2,NM_133625,3,6854,6854,es_20200422170444097254,jax_gene_6854
IL10,NM_000572,1,3586,3586,es_20200422170433646577,jax_gene_3586
MYCN,NM_005378,2,4613,4613,es_20200422170434629833,jax_gene_4613
NPM1,NM_002520,5,4869,4869,es_20200422170445676130,jax_gene_4869
MAML2,NM_032427,11,84441,84441,es_20200422180042872882,jax_gene_84441
DCUN1D1,NM_020640,3,54165,54165,es_20200422170449069748,jax_gene_54165
EPHB6,XM_011515881,7,2051,2051,es_20200422170451374583,jax_gene_2051
TSHR,NM_000369,14,7253,7253,es_20200422180047901067,jax_gene_7253
UBC,NM_021009,12,7316,7316,es_20200422180045438103,jax_gene_7316
CREBBP,NM_004380,16,1387,1387,es_20200422170453317539,jax_gene_1387
CCNB2,NM_004701,15,9133,9133,es_20200422170457115577,jax_gene_9133
CIRBP,NM_001280,19,1153,1153,es_20200422180050066646,jax_gene_1153
HNRNPA2B1,NM_031243,7,3181,3181,es_20200422170507839941,jax_gene_3181
SEC31A,NM_001077207,4,22872,22872,es_20200422170517170837,jax_gene_22872
MYO5A,NM_000259,15,4644,4644,es_20200422170505553541,jax_gene_4644
CD70,NM_001252,19,970,970,es_20200422170504062369,jax_gene_970
THRB,NM_001128176,3,7068,7068,es_20200422170501609757,jax_gene_7068
HACL1,NM_012260,3,26061,26061,es_20200422170503157938,jax_gene_26061
MAP3K1,NM_005921,5,4214,4214,es_20200422170510173474,jax_gene_4214
TNFRSF12A,NM_016639,16,51330,51330,es_20200422170512035468,jax_gene_51330
PDE10A,NM_006661,6,10846,10846,es_20200422170522085801,jax_gene_10846
MSI,None,None,None,999999992,es_20200422170526613201,jax_gene_999999992
LYPD3,NM_014400,19,27076,27076,es_20200422180101523363,jax_gene_27076
SEPTIN7,NM_001788,7,989,989,es_20200422180052070480,jax_gene_989
TLE4,NM_007005,9,7091,7091,es_20200422170514855351,jax_gene_7091
CDH2,NM_001792,18,1000,1000,es_20200422170519858205,jax_gene_1000
TP63,NM_003722,3,8626,8626,es_20200422170529974055,jax_gene_8626
AKT3,NM_005465,1,10000,10000,es_20200422170518693949,jax_gene_10000
CTLA4,NM_005214,2,1493,1493,es_20200422170542662030,jax_gene_1493
THADA,NM_022065,2,63892,63892,es_20200422170520971261,jax_gene_63892
MDM2,XM_005268872,12,4193,4193,es_20200422180059171424,jax_gene_4193
CDK10,NM_052988,16,8558,8558,es_20200422170523720325,jax_gene_8558
GRM3,NM_000840,7,2913,2913,es_20200422180057020857,jax_gene_2913
ABRAXAS1,NM_139076,4,84142,84142,es_20200422170528200207,jax_gene_84142
MS4A1,NM_021950,11,931,931,es_20200422170530869425,jax_gene_931
HOXA10,NM_018951,7,3206,3206,es_20200422170535620919,jax_gene_3206
ZMYM2,NM_197968,13,7750,7750,es_20200422170531990549,jax_gene_7750
EPHB1,NM_004441,3,2047,2047,es_20200422170539235023,jax_gene_2047
MST1R,NM_002447,3,4486,4486,es_20200422170533956435,jax_gene_4486
FGF5,NM_004464,4,2250,2250,es_20200422170540349477,jax_gene_2250
MAPK3,NM_002746,16,5595,5595,es_20200422170541663436,jax_gene_5595
MLANA,NM_005511,9,2315,2315,es_20200422170545452318,jax_gene_2315
BRCA2,NM_000059,13,675,675,es_20200422170547722378,jax_gene_675
SUV39H1,NM_003173,X,6839,6839,es_20200422170554388350,jax_gene_6839
ZNF700,NM_144566,19,90592,90592,es_20200422170557740941,jax_gene_90592
CSMD3,NM_198123,8,114788,114788,es_20200422170604014480,jax_gene_114788
USP38,NM_032557,4,84640,84640,es_20200422170551891534,jax_gene_84640
ELF1,NM_172373,13,1997,1997,es_20200422170601038251,jax_gene_1997
ROPN1,NM_001317774,3,54763,54763,es_20200422170558639249,jax_gene_54763
NR0B2,NM_021969,1,8431,8431,es_20200422170553162683,jax_gene_8431
MYH11,NM_002474,16,4629,4629,es_20200422170555930675,jax_gene_4629
GPR161,NM_001267610,1,23432,23432,es_20200422180103356371,jax_gene_23432
SSTR1,NM_001049,14,6751,6751,es_20200422170605738016,jax_gene_6751
NTRK3,NM_001012338,15,4916,4916,es_20200422170612894404,jax_gene_4916
PPARG,NM_015869,3,5468,5468,es_20200422170600107219,jax_gene_5468
ID4,NM_001546,6,3400,3400,es_20200422170627255406,jax_gene_3400
PATZ1,NM_014323,22,23598,23598,es_20200422170607144216,jax_gene_23598
CIT,NM_007174,12,11113,11113,es_20200422170608709233,jax_gene_11113
NOTCH2,NM_024408,1,4853,4853,es_20200422170624798647,jax_gene_4853
VEGFA,NM_001171623,6,7422,7422,es_20200422180126820604,jax_gene_7422
TSC2,NM_000548,16,7249,7249,es_20200422170754839885,jax_gene_7249
MAP2K1,NM_002755,15,5604,5604,es_20200422170610511582,jax_gene_5604
SHOC2,NM_007373,10,8036,8036,es_20200422170620889940,jax_gene_8036
RPS6,NM_001010,9,6194,6194,es_20200422170633477486,jax_gene_6194
SNCAIP,NM_005460,5,9627,9627,es_20200422170622868461,jax_gene_9627
SHQ1,NM_018130,3,55164,55164,es_20200422180107983310,jax_gene_55164
SMARCD1,NM_003076,12,6602,6602,es_20200422170625371298,jax_gene_6602
PAX5,NM_016734,9,5079,5079,es_20200422180110542808,jax_gene_5079
KANK1,NM_001256876,9,23189,23189,es_20200422170648374581,jax_gene_23189
SERPINB3,NM_006919,18,6317,6317,es_20200422170632036529,jax_gene_6317
KLHL7,NM_001031710,7,55975,55975,es_20200422170644358248,jax_gene_55975
KDR,NM_002253,4,3791,3791,es_20200422180116391848,jax_gene_3791
POLD3,NM_006591,11,10714,10714,es_20200422170637323427,jax_gene_10714
VCL,NM_014000,10,7414,7414,es_20200422170640629596,jax_gene_7414
PIM2,NM_006875,X,11040,11040,es_20200422170639716331,jax_gene_11040
CTAG1B,NM_001327,X,1485,1485,es_20200422170645280400,jax_gene_1485
FGF1,NM_001257205,5,2246,2246,es_20200422170642375644,jax_gene_2246
SHTN1,NM_001127211,10,57698,57698,es_20200422170652985498,jax_gene_57698
IGLL5,NM_001178126,22,100423062,100423062,es_20200422170646506213,jax_gene_100423062
IGHV4-34,None,14,28395,28395,es_20200422170654277166,jax_gene_28395
ETV4,NM_001079675,17,2118,2118,es_20200422170701124287,jax_gene_2118
PARP6,NM_020214,15,56965,56965,es_20200422170700020538,jax_gene_56965
CCNB3,NM_033031,X,85417,85417,es_20200422180113040192,jax_gene_85417
ACTL6A,NM_004301,3,86,86,es_20200422170704064271,jax_gene_86
ANXA1,NM_000700,9,301,301,es_20200422170705997660,jax_gene_301
NCOR1,NM_006311,17,9611,9611,es_20200422170708717305,jax_gene_9611
CHD4,NM_001273,12,1108,1108,es_20200422170714504287,jax_gene_1108
STAG3,NM_001282716,7,10734,10734,es_20200422170710532939,jax_gene_10734
ITPR2,NM_002223,12,3709,3709,es_20200422170706926833,jax_gene_3709
PSCA,NM_005672,8,8000,8000,es_20200422170712020054,jax_gene_8000
STK3,NM_006281,8,6788,6788,es_20200422180120380988,jax_gene_6788
CASP6,NM_001226,4,839,839,es_20200422170729565996,jax_gene_839
RICTOR,NM_152756,5,253260,253260,es_20200422170717024470,jax_gene_253260
FAM131B,NM_014690,7,9715,9715,es_20200422170737924814,jax_gene_9715
SLIT2,NM_004787,4,9353,9353,es_20200422170719226037,jax_gene_9353
ROR2,NM_004560,9,4920,4920,es_20200422170712960539,jax_gene_4920
TRIM16,NM_001348119,17,10626,10626,es_20200422170722615259,jax_gene_10626
TRIM63,NM_032588,1,84676,84676,es_20200422180121824093,jax_gene_84676
CDH23,NM_022124,10,64072,64072,es_20200422170724877196,jax_gene_64072
PMAIP1,NM_021127,18,5366,5366,es_20200422170734139512,jax_gene_5366
EHMT2,NM_006709,6,10919,10919,es_20200422170727738214,jax_gene_10919
HNF4G,NM_001330561,8,3174,3174,es_20200422180125491849,jax_gene_3174
NKX3-1,NM_006167,8,4824,4824,es_20200422170730605587,jax_gene_4824
RAB35,NM_006861,12,11021,11021,es_20200422180123827535,jax_gene_11021
KDM4D,NM_018039,11,55693,55693,es_20200422170738931911,jax_gene_55693
EIF4A2,NM_001967,3,1974,1974,es_20200422170843012833,jax_gene_1974
BBC3,NM_014417,19,27113,27113,es_20200422170735239656,jax_gene_27113
FN1,XM_005246406,2,2335,2335,es_20200422170741251140,jax_gene_2335
PAN3,NM_175854,13,255967,255967,es_20200422170745091575,jax_gene_255967
PIK3R3,NM_001114172,1,8503,8503,es_20200422170752048142,jax_gene_8503
LCK,NM_005356,1,3932,3932,es_20200422170742727111,jax_gene_3932
ACVR1,NM_001111067,2,90,90,es_20200422170746551853,jax_gene_90
BCL10,NM_003921,1,8915,8915,es_20200422170804617580,jax_gene_8915
SOX10,NM_006941,22,6663,6663,es_20200422170744099152,jax_gene_6663
MCL1,NM_021960,1,4170,4170,es_20200422180130342659,jax_gene_4170
NACC2,NM_144653,9,138151,138151,es_20200422170748090555,jax_gene_138151
FBXW7,NM_033632,4,55294,55294,es_20200422170802720011,jax_gene_55294
MAST1,NM_014975,19,22983,22983,es_20200422170807443977,jax_gene_22983
CCNO,NM_021147,5,10309,10309,es_20200422180137404924,jax_gene_10309
ATP1B1,NM_001677,1,481,481,es_20200422170810117911,jax_gene_481
MYC,NM_002467,8,4609,4609,es_20200422180133829004,jax_gene_4609
SPA17,NM_017425,11,53340,53340,es_20200422170756855802,jax_gene_53340
NUTM2B,NM_001278495,10,729262,729262,es_20200422170818177066,jax_gene_729262
HDAC2,NM_001527,6,3066,3066,es_20200422170812473438,jax_gene_3066
FANCA,NM_000135,16,2175,2175,es_20200422170821241159,jax_gene_2175
PCDH11X,NM_032968,X,27328,27328,es_20200422170809010303,jax_gene_27328
SLC16A1,NM_003051,1,6566,6566,es_20200422170820264454,jax_gene_6566
DALRD3,NM_001009996,3,55152,55152,es_20200422170814665190,jax_gene_55152
SOCS1,NM_003745,16,8651,8651,es_20200422170825638836,jax_gene_8651
CDK5,NM_004935,7,1020,1020,es_20200422170822610876,jax_gene_1020
FEV,NM_017521,2,54738,54738,es_20200422170824608509,jax_gene_54738
